albanian_title,english_title
Examination and Certification Coordinator,Examination and Certification Coordinator
Project Manager and Operations Lead,Project Manager and Operations Lead
Behu pjese e ekipit tone! Po kerkojme Shitese energjike!,Behu pjese e ekipit tone! Po kerkojme Shitese energjike!
Teknik ne Terren per Internet,Teknik ne Terren per Internet
Junior Frontend Zhvillues,Junior Frontend Zhvillues
Punetor i Montimit te Keramikave,Punetor i Montimit te Keramikave
React Native Developer,React Native Developer
QA OFFICER,QA OFFICER
RA Officer,RA Officer
Social Media Manager ne GYM ONE,Social Media Manager ne GYM ONE
Digital Operation Specialist,Digital Operation Specialist
Mirmbajtje te internetit dhe te Web Faqes dhe kontakti me kliente te jashtem dhe te mbrendshem,Mirmbajtje te internetit dhe te Web Faqes dhe kontakti me kliente te jashtem dhe te mbrendshem
Data Aanalist - Junior,Data Aanalist - Junior
Web Developer – React.js & Headless CMS,Web Developer – React.js & Headless CMS
Junior Front-end Developer – React & Next.js,Junior Front-end Developer – React & Next.js
Content Manager,Content Manager
Praktikant ne Marketing & Shitje,Praktikant ne Marketing & Shitje
Intern Front-End Developer (React),Intern Front-End Developer (React)
Menaxher i Rrjeteve Sociale & Marketingut Digjital,Menaxher i Rrjeteve Sociale & Marketingut Digjital
Operator i makinerive per prerje te drurit,Operator i makinerive per prerje te drurit
Hulumtues i tregut dhe marketingu,Hulumtues i tregut dhe marketingu
Junior AI Developer,Junior AI Developer
Technician in QC,Technician in QC
Technician in Engineering,Technician in Engineering
Junior Engineer,Junior Engineer
Pergjegjes i Sherbimit ne Parking,Pergjegjes i Sherbimit ne Parking
Montuesit e pajisjeve elektronike dhe elektrike,Montuesit e pajisjeve elektronike dhe elektrike
Mirembajtes i zyreve dhe fushes se stadiumit Xhevat Jusufi - Xheki,Mirembajtes i zyreve dhe fushes se stadiumit Xhevat Jusufi - Xheki
Mirembajtja e komunikimit me furitore te jashtem,Mirembajtja e komunikimit me furitore te jashtem
Specialist i Marketingut Digjital dhe IT,Specialist i Marketingut Digjital dhe IT
Operator i makinerive per perpumnin e drurit,Operator i makinerive per perpumnin e drurit
Specialist te Marketingut Digjital dhe Menaxhimit te Mediave Sociale,Specialist te Marketingut Digjital dhe Menaxhimit te Mediave Sociale
Operatorne Prodhim,Operatorne Prodhim
Market Researcher and Prompt Engineer,Market Researcher and Prompt Engineer
Operator ne CNC,Operator ne CNC
Junior Finance Officer,Junior Finance Officer
Zyrtare Marketingu,Zyrtare Marketingu
ZHVILLUES I MARKETINGUT,ZHVILLUES I MARKETINGUT
GRAFIC DESIGNER,GRAFIC DESIGNER
Operator ne printime dhe rregullimi i reklamave dhe shenjave te komunikacionit,Operator ne printime dhe rregullimi i reklamave dhe shenjave te komunikacionit
Agjent per sherbime permes telefonit jashte vendit,Agjent per sherbime permes telefonit jashte vendit
Asistente marketingu,Asistente marketingu
Sherbime te marketingut nga ECO Termika,Sherbime te marketingut nga ECO Termika
Zyrtar per marketing dhe shtije,Zyrtar per marketing dhe shtije
Zyrtar per marketing dhe shitje,Zyrtar per marketing dhe shitje
Operator ne Qendren e Kujdesit per kliente - “Call Center”,Operator ne Qendren e Kujdesit per kliente - “Call Center”
Agjente e shitjes se biletave aeroplanit / autobusit / hoteleve,Agjente e shitjes se biletave aeroplanit / autobusit / hoteleve
Zyrtar per shitje dhe marketing,Zyrtar per shitje dhe marketing
Prompt Engineer,Prompt Engineer
Asistent ne ekipin e Marketingut,Asistent ne ekipin e Marketingut
Specialist Marketingu (Fokus ne Social Media),Specialist Marketingu (Fokus ne Social Media)
Koordinatore e Kerkesave dhe Komunikimit me Stafin,Koordinatore e Kerkesave dhe Komunikimit me Stafin
Praktikant ne Zyren e Regjistrimit - Kolegji Heimerer,Praktikant ne Zyren e Regjistrimit - Kolegji Heimerer
Shperndars i ushqimit me porosi-Delliveri,Shperndars i ushqimit me porosi-Delliveri
Junior Developer – MERN Stack,Junior Developer – MERN Stack
Operatore ne Qendren e thirrjeve,Operatore ne Qendren e thirrjeve
Operator i te dhenave (Data Entry),Operator i te dhenave (Data Entry)
Mjeshter per instalime te Ujesjellesit dhe Ngrohjes,Mjeshter per instalime te Ujesjellesit dhe Ngrohjes
Menagjere marketing,Menagjere marketing
Software Developer Intern,Software Developer Intern
Full-Stack Developer,Full-Stack Developer
Software Developer - FullStack,Software Developer - FullStack
UI/UX & Graphic Designer,UI/UX & Graphic Designer
HR Officer,HR Officer
Asistent Marketingu,Asistent Marketingu
Frontend Developer Intern,Frontend Developer Intern
Brand Designer,Brand Designer
Agjent marketingu ne teren,Agjent marketingu ne teren
Specialist i Komunikimit me Kliente (Customer Support & Sales),Specialist i Komunikimit me Kliente (Customer Support & Sales)
Puntor ne sherbimet e instalimit te nxemjes,Puntor ne sherbimet e instalimit te nxemjes
agjent i shitjes ne teren/ marketing,agjent i shitjes ne teren/ marketing
E-Commerce Content Assistant,E-Commerce Content Assistant
WordPress Developer Intern,WordPress Developer Intern
Pergjegjes i departamentit te marketingut te rrjetve sociale,Pergjegjes i departamentit te marketingut te rrjetve sociale
Account Management Intern,Account Management Intern
E-commerce specialist,E-commerce specialist
Operations Officer,Operations Officer
Operator i Makinerise – Laser,Operator i Makinerise – Laser
Digital Marketing,Digital Marketing
Programues Junior / Specialist IT,Programues Junior / Specialist IT
Social Media Manager / Content Creator,Social Media Manager / Content Creator
Specialist i Dizajnit Strategjik dhe Teknologjise,Specialist i Dizajnit Strategjik dhe Teknologjise
Zyrtare per marketing,Zyrtare per marketing
Front-End Developer Internship,Front-End Developer Internship
Asistent ne Marketing,Asistent ne Marketing
Dizajner Grafik & Marketing Digjital,Dizajner Grafik & Marketing Digjital
Ndihmes operator ne makineri,Ndihmes operator ne makineri
Outbound Kundenberater/in mit Schweizer Akzent – Standort Prishtina,Outbound Kundenberater/in mit Schweizer Akzent – Standort Prishtina
Serviser Teknik (Junior) – Printere Industriale - CNC & Laser,Serviser Teknik (Junior) – Printere Industriale - CNC & Laser
IT Asistent,IT Asistent
operator ne prodhim,operator ne prodhim
IT Support Intern,IT Support Intern
Glob-Audit Shpk,Glob-Audit Shpk
Aktivitetet e kontabilitetit - libermbajtje dhe punet tjera Administrative,Aktivitetet e kontabilitetit - libermbajtje dhe punet tjera Administrative
Specialist i shitjeve me pakice,Specialist i shitjeve me pakice
Shofer per nevoja te Laboratorit Dentar.,Shofer per nevoja te Laboratorit Dentar.
Operator ne cnc,Operator ne cnc
Zhvillues Web (Web Developer),Zhvillues Web (Web Developer)
Operator i Mbikqyrjes Elektronike,Operator i Mbikqyrjes Elektronike
Asistent Brand Manager,Asistent Brand Manager
Junior arkitekt,Junior arkitekt
Specialist i Logjistikes,Specialist i Logjistikes
Teacher Assistant per Lende Profesionale dhe Projekte Inovative,Teacher Assistant per Lende Profesionale dhe Projekte Inovative
Operator ne depo dhe logjistike,Operator ne depo dhe logjistike
Product Demo & QA Intern,Product Demo & QA Intern
Konkurs pune : Full Stack Developer - Vue JS & Laravel,Konkurs pune : Full Stack Developer - Vue JS & Laravel
Mirembajtese te kopshtit (Pastruese),Mirembajtese te kopshtit (Pastruese)
Operations Data Analyst Intern,Operations Data Analyst Intern
QA Intern,QA Intern
Marketing Online,Marketing Online
Praktikante ne Marketing,Praktikante ne Marketing
Creative Content & Brand Specialist,Creative Content & Brand Specialist
.Net Internship,.Net Internship
Operator ne fabrik te prodhimit,Operator ne fabrik te prodhimit
Link Building Intern (SEO Off-page),Link Building Intern (SEO Off-page)
Junior developer,Junior developer
Marketing (Digjital & Tradicional),Marketing (Digjital & Tradicional)
Agjente marketingu,Agjente marketingu
Trade Marketing Manager,Trade Marketing Manager
Social Media & Account Manager,Social Media & Account Manager
Specialist i Teknologjise se Informacionit dhe Dizajnit Grafik,Specialist i Teknologjise se Informacionit dhe Dizajnit Grafik
Project Coordination Intern,Project Coordination Intern
Search Engine Optimization (SEO) Intern,Search Engine Optimization (SEO) Intern
Agjent marketingu,Agjent marketingu
Telemarketing agent,Telemarketing agent
Agjent telemarketingu,Agjent telemarketingu
Mjeshter i ujit dhe pllakae,Mjeshter i ujit dhe pllakae
Dizajner dhe mirembajtes i web dhe profileve sociale Marketing menagjer,Dizajner dhe mirembajtes i web dhe profileve sociale Marketing menagjer
Praktikant ne Marketing,Praktikant ne Marketing
Shitese Online (Online Sales Representative),Shitese Online (Online Sales Representative)
Praktikant ne Njesine e Menaxhimit te Riskut,Praktikant ne Njesine e Menaxhimit te Riskut
Junior Mobile Developer (React Native / Flutter),Junior Mobile Developer (React Native / Flutter)
Operator i Makines per Pastrim te Tepiheve,Operator i Makines per Pastrim te Tepiheve
Praktike ne Komunikim & Marketing,Praktike ne Komunikim & Marketing
OPERATOR NE SEKTORIN E PREGATITJES SE MATERIALIT,OPERATOR NE SEKTORIN E PREGATITJES SE MATERIALIT
Puntor ne sektorin e instalimit te elektrikes,Puntor ne sektorin e instalimit te elektrikes
Punetor ne makina te shtypit dhe cnc,Punetor ne makina te shtypit dhe cnc
Junior Auditor,Junior Auditor
Junior Architect,Junior Architect
Asistent i dizajnit grafik,Asistent i dizajnit grafik
Intern Arkitekt,Intern Arkitekt
Intern per projektim te sistemeve solare PV,Intern per projektim te sistemeve solare PV
Purchase Manager & Procurement,Purchase Manager & Procurement
Data Collector,Data Collector
Teknik i servisimit te veturave,Teknik i servisimit te veturave
Praktikant - Data Analyst,Praktikant - Data Analyst
Punetore e Pastrimit Kimik,Punetore e Pastrimit Kimik
Programues Junior – React Native,Programues Junior – React Native
Praktikant per Marketing Online (intern),Praktikant per Marketing Online (intern)
Web Developer / Web Designer – Praktikant (intern),Web Developer / Web Designer – Praktikant (intern)
Graphic Designer – Praktikant (intern),Graphic Designer – Praktikant (intern)
Network Engineer,Network Engineer
Intership: software engineer,Intership: software engineer
Praktikant AI Assistant & Automation (Intern),Praktikant AI Assistant & Automation (Intern)
Casting Coordinator,Casting Coordinator
Castin Director,Castin Director
Asistent i Kryeshefit Ekzekutiv,Asistent i Kryeshefit Ekzekutiv
Asistent Finance,Asistent Finance
Promovim i biznesit ne rrjete sociale si dhe komunikim me klientet virtual,Promovim i biznesit ne rrjete sociale si dhe komunikim me klientet virtual
Junior Frontend Developer (React.js - javascript - css ),Junior Frontend Developer (React.js - javascript - css )
Frontend Developer,Frontend Developer
Graphic Designer & Social Media Manager,Graphic Designer & Social Media Manager
Frontend Developer (React + Supabase/Firebase + Redux/React Query),Frontend Developer (React + Supabase/Firebase + Redux/React Query)
IT Intern,IT Intern
Marketing Assistant,Marketing Assistant
Intern Marketing & Sales,Intern Marketing & Sales
Inxhinier i Pajisjeve Elektronike - Hardware Engineer,Inxhinier i Pajisjeve Elektronike - Hardware Engineer
Backend Software Developer (Fillestare),Backend Software Developer (Fillestare)
Marketing - dizajn,Marketing - dizajn
Grafik Designer & SMM,Grafik Designer & SMM
Social Media Manager & Content Creator,Social Media Manager & Content Creator
Asistente e Marketingut 1,Asistente e Marketingut 1
Front End developer,Front End developer
Junior Support Developer,Junior Support Developer
R&D analyst,R&D analyst
Zyrtar per financa dhe administrate (Junior),Zyrtar per financa dhe administrate (Junior)
Woocommerce Product Manager,Woocommerce Product Manager
Specialist i Rrjetit Kabllor,Specialist i Rrjetit Kabllor
Assistant Project Manager,Assistant Project Manager
Marketing menadzer,Marketing menadzer
Intern – Frontend Developer (Angular),Intern – Frontend Developer (Angular)
Afit Zulji B.I.,Afit Zulji B.I.
Intern IT & Web Maintenance,Intern IT & Web Maintenance
Operator i KAD-it,Operator i KAD-it
Punetor per montimin e Laminatit dhe Parketit,Punetor per montimin e Laminatit dhe Parketit
Marketing dhe shitje,Marketing dhe shitje
Panel Support Officer,Panel Support Officer
Zyrtar Junior i Teknologjise Informative,Zyrtar Junior i Teknologjise Informative
Praktike per Zyrtar Kreditor Junior,Praktike per Zyrtar Kreditor Junior
Application Developer I,Application Developer I
Operator Logjistik,Operator Logjistik
Junior Backend Engineer,Junior Backend Engineer
Intern VA,Intern VA
Graphic Design Intern,Graphic Design Intern
Zhvillues i Uebit dhe Programit te Menaxhimit te te Dhenave,Zhvillues i Uebit dhe Programit te Menaxhimit te te Dhenave
Operator Printimi,Operator Printimi
Menaxhues i rrjeteve sociale dhe komunikimit te shitjeve,Menaxhues i rrjeteve sociale dhe komunikimit te shitjeve
IT Assistant,IT Assistant
IT Support - Praktikant,IT Support - Praktikant
Junior Machine Opearator and Pree Press Designer,Junior Machine Opearator and Pree Press Designer
Instalues i Sistemeve te Ngrohjes Qendrore - Ujesjellesit dhe Kanalizimit,Instalues i Sistemeve te Ngrohjes Qendrore - Ujesjellesit dhe Kanalizimit
Asistent Marketingu.,Asistent Marketingu.
Account manager intern,Account manager intern
MENAXHERE E MARKETINGUT,MENAXHERE E MARKETINGUT
Full-Stack developer,Full-Stack developer
Administratore e stafit shendetesor te mesem,Administratore e stafit shendetesor te mesem
Asistente Marketingu,Asistente Marketingu
Intern Full-Stack Web Developer,Intern Full-Stack Web Developer
Asistent teknik i montimit dhe servisit,Asistent teknik i montimit dhe servisit
Asistent i montimit dhe servisit,Asistent i montimit dhe servisit
Asistent Operatore ne CNC,Asistent Operatore ne CNC
ZYRTAR I AUDIMIT TE BRENDSHEM,ZYRTAR I AUDIMIT TE BRENDSHEM
Zhvillues i Softuerit - Praktikant,Zhvillues i Softuerit - Praktikant
Chief Operating Officer (COO),Chief Operating Officer (COO)
Junior SMM,Junior SMM
Digital Marketing Intern,Digital Marketing Intern
Information Security Officer - Junior,Information Security Officer - Junior
Operations Intern,Operations Intern
Estetiste / Specialiste e trajtimeve me laser,Estetiste / Specialiste e trajtimeve me laser
Asistent i marketingut digjital,Asistent i marketingut digjital
Zhvillues Softueri Junior,Zhvillues Softueri Junior
MEDIA CONTENT MANAGER / STRATEGIST,MEDIA CONTENT MANAGER / STRATEGIST
Arkitekt / Draftues Junior / Vizualizues 3D / Dizajner i Brendshem (Internship),Arkitekt / Draftues Junior / Vizualizues 3D / Dizajner i Brendshem (Internship)
Zyrtar Kreditor Junior per rajonin e Vushtrrise,Zyrtar Kreditor Junior per rajonin e Vushtrrise
Operator CNC,Operator CNC
Menagjimi i termineve dhe marketing per biznesin,Menagjimi i termineve dhe marketing per biznesin
Full-Stack PHP WordPress Developer,Full-Stack PHP WordPress Developer
Operator shtypi,Operator shtypi
Marketing Intern,Marketing Intern
Sales Development Representative Intern,Sales Development Representative Intern
IT support,IT support
Specialist i Aplikimit,Specialist i Aplikimit
Project Manager,Project Manager
Kujdesi ndaj klientit - Flymingo Travel,Kujdesi ndaj klientit - Flymingo Travel
Pozit per Sektorist dhe Mirembajtje,Pozit per Sektorist dhe Mirembajtje
Pune Praktike me Pagese – Backend Developer,Pune Praktike me Pagese – Backend Developer
Intern IT Network and Security,Intern IT Network and Security
Data Labeling Interns,Data Labeling Interns
Perfaqesues i Shitjeve dhe Zhvillimit te Biznesit,Perfaqesues i Shitjeve dhe Zhvillimit te Biznesit
Data Scientist Intern,Data Scientist Intern
Kerkojme puntore per sherbimin e rregullimit per thonj,Kerkojme puntore per sherbimin e rregullimit per thonj
KOORDINATOR E TRANSPORTIT TOKSOR,KOORDINATOR E TRANSPORTIT TOKSOR
Specialist i Shitjes,Specialist i Shitjes
Punetor per punime hidraulike te ngrohjes dhe te sistemit te ujit,Punetor per punime hidraulike te ngrohjes dhe te sistemit te ujit
Menaxher i Produkteve dhe Sherbimeve /Marketing – 2 pozite (Prishtine - Prizren),Menaxher i Produkteve dhe Sherbimeve /Marketing – 2 pozite (Prishtine - Prizren)
Promovues i programit vitalizues,Promovues i programit vitalizues
